id,region,label,label_morph_BLEACHED,label_morph,global_label,Dominant_morphologies,fg_global,full_name,grr,grr_description
196,Southeast Asia,SINV_SFC_E,GORG,GORG,GORG,mixed soft,Soft Coral,Sea fans/plumes/branching whipes,SINV_SFC_E,Sea fans; whips; plumes
197,Southeast Asia,SINV_SFC_O,OTH-SF,OTH-SF,OTH-SF,encrusting and erect,Soft Coral,Other soft-corals no common Alcyoniidae and e,OTH-SF,Other soft-corals outside of the common Alcyoniidae and erect forms (sea fans plumes whips): e.g. Xeniidae; Nepthtydae; Tubipora; Briareum; Heliopora
198,Southeast Asia,SINV_SPO_E,SPONG,SPONG,SPONG,mixed sponges,Other Invertebrates,Sponges: Branching/rope forms,SpRope,Height >> basal area; Spread along the substrate
199,Southeast Asia,SINV_SPO_F,SPONG,SPONG,SPONG,mixed sponges,Other Invertebrates,Sponges: Fan shaped forms,SpOTH,Other sponges; undefined to species/morphology (outside massive/encrusting/rope/tube morphologies)
200,Southeast Asia,SINV_SPO_M,SPONG,SPONG,SPONG,mixed sponges,Other Invertebrates,Massive or encrusting sponges ,SpMass,Massive or encrusting sponges 
201,Southeast Asia,SINV_SPO_V,SPONG,SPONG,SPONG,mixed sponges,Other Invertebrates,Sponges: Hollow sponge forms/cups/barrels/tub,SpTube,Tube species: tube opening ~ height; basal area < opening
202,Southeast Asia,SINV_TUN,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Individual Tunicates ,OTH-SINV,Other sesile invertebrates: bryozoa; clams; tunicates (ascidians); soft hexacorrallia; hydroids
203,Southeast Asia,TFP_BLC,FLP_BL,FLP,BL,NA,Hard corals,TFP bleached,FOLI,Thin Foliose and Plate colonies (excluding genera Acropora Porites) with/without  visible relief structure: e.g. Echinophyllia; Turbinaria; Montipora; Echinopora
204,Southeast Asia,TFP_RDG_Al,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,TFP: Visible Relief Structures,FOLI,Thin Foliose and Plate colonies (excluding genera Acropora Porites) with/without  visible relief structure: e.g. Echinophyllia; Turbinaria; Montipora; Echinopora
205,Southeast Asia,TFP_RND_Al,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,TFP: Visible Round Corallites ,FOLI,Thin Foliose and Plate colonies (excluding genera Acropora Porites) with/without  visible relief structure: e.g. Echinophyllia; Turbinaria; Montipora; Echinopora
206,Southeast Asia,TFP_SMO_Po,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,TFP: Porites ,POR-ENC,Family Poritidae; encrusting morphology e.g.  P. lichen
207,Southeast Asia,Trans,NAN,NAN,NAN,NAN,Other,Transect hardware,OTHER,Other including fish; trash; transect hardware; unknown
208,Southeast Asia,TSH,NAN,NAN,NAN,NAN,Other,Trash: Human Origin,OTHER,Other including fish; trash; transect hardware; unknown
209,Southeast Asia,Unc,EAM/CCA,EAM/CCA,EAM,Multi-specific algal assemblage smothering reef surface 1 cm or less in height,Algae,Unclear ,EAM,Multi-specific assemblages of filamentous algae < 1 cm in height
210,Southeast Asia,Unk,NAN,NAN,NAN,NAN,Other,Unknown,OTHER,Other including fish; trash; transect hardware; unknown
211,Southeast Asia,NN_HEL,OTH-SF,OTH-SF,OTH-SF,encrusting and erect,Soft Coral,Non hermatypic: Heliopora,OTH-SF,Other soft-corals outside of the common Alcyoniidae and erect forms (sea fans plumes whips): e.g. Xeniidae; Nepthtydae; Tubipora; Briareum; Heliopora
212,Indian Ocean,Seagrass,NAN,NAN,NAN,NAN,Other,Seagrass,Seagrass,Seagrass
213,Southeast Asia,WATER,NAN,NAN,NAN,NAN,Other,Water,WATER,Water
214,Australia,WATER,NAN,NAN,NAN,NAN,Other,Water,WATER,Water
215,Pacific,CCA,EAM/CCA,EAM/CCA,CCA,encrusting algae,Algae,Crustose Coralline Algae,CCA,Crustose Coralline Algae
216,Pacific,CYANO,MACRO,MACRO,MACRO,"Upright macroalgae > 1 cm in height, Cyanobacteria",Algae,Cyanobacteria,CYANO,Cyanobacteria
217,Pacific,EAM_DHC,EAM/CCA,EAM/CCA,EAM,Multi-specific algal assemblage smothering reef surface 1 cm or less in height,Algae,EAM: Dead Hard Coral ,EAM,Multi-specific assemblages of filamentous algae < 1 cm in height
218,Pacific,MALGAE,MACRO,MACRO,MACRO,"Upright macroalgae > 1 cm in height, Cyanobacteria",Algae,Macrolagae all genera,MALG,Upright macroalgae > 1 cm in height  (all genera and species)
219,Pacific,Unc,EAM/CCA,EAM/CCA,EAM,Multi-specific algal assemblage smothering reef surface 1 cm or less in height,Algae,Unclear,EAM,Multi-specific assemblages of filamentous algae < 1 cm in height
220,Pacific,B_Monti,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,Bleached Montipora,MONT,Montipora species
221,Pacific,Blpocill,POCI_BL,POCI,BL,NA,Hard corals,Bleached Pocillopora,POCI,Family Pocilloporidae; all genera and species
222,Pacific,FAV_SID,MSEM,MSEM,MSEM,"massive, sub-massive, encrusting mendroid",Hard corals,Faviidae Siderastreidae,OTH-HC,Other hard coral genera/species from Faviidae Siderastreidae Agariciidae: Psammocora; Leptastrea; Cyphastrea; Coscinaraea; Pavona duerdeni; P. maldivensis; P.  Varians; P. Leptoseris
223,Pacific,Lepto,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Leptoseris,OTH-HC,Other hard coral genera/species from Faviidae Siderastreidae Agariciidae: Psammocora; Leptastrea; Cyphastrea; Coscinaraea; Pavona duerdeni; P. maldivensis; P.  Varians; P. Leptoseris
224,Pacific,MFLAB,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Montipora flabellata,MONT,Montipora species
225,Pacific,MON_Cap_br,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Montipora capitata  morpho 2 branching,MONT,Montipora species
226,Pacific,MON_Cap_pl,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,Montipora capitata morpho 1 plate,MONT,Montipora species
227,Pacific,MPATU,FLP,FLP,FLP,"foliose, laminar, plate",Hard corals,Montipora patula,MONT,Montipora species
228,Pacific,PAV_Due,MSE,MSE,MSE,"massive, sub-massive, encrusting",Hard corals,Pavona duerdeni,OTH-HC,Other hard coral genera/species from Faviidae Siderastreidae Agariciidae: Psammocora; Leptastrea; Cyphastrea; Coscinaraea; Pavona duerdeni; P. maldivensis; P.  Varians; P. Leptoseris
229,Pacific,PDAM,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Pocillopora damicornis,POCI,Family Pocilloporidae; all genera and species
230,Pacific,PEYDO,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Pocillopora eydouxi,POCI,Family Pocilloporidae; all genera and species
231,Pacific,Pmal,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Pavona maldivensis,OTH-HC,Other hard coral genera/species from Faviidae Siderastreidae Agariciidae: Psammocora; Leptastrea; Cyphastrea; Coscinaraea; Pavona duerdeni; P. maldivensis; P.  Varians; P. Leptoseris
232,Pacific,POCI_CAU,POCI,POCI,MSEM,"massive, sub-massive, encrusting mendroid",Hard corals,Pocillopora meandrina/ligulata,POCI,Family Pocilloporidae; all genera and species
233,Pacific,POR_Com_fi,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Porties compressa mopho 1 fingres,PCOM,Porites compressa
234,Pacific,POR_Com_fu,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Porites compressa morpho 2 fused branches,PCOM,Porites compressa
235,Pacific,POR_EP_B,MSE,MSE,MSE,"massive, sub-massive, encrusting",Hard corals,Bleached Plate-encrusting Porites,POR_OTH,Porites other; nodular ; encrusting; all other Porites not represented by the other Porites categories in Hawaii
236,Pacific,POR_NOD,BRA_nACR,BRA_nACR,BRA_nACR,branching,Hard corals,Porites nodular branches,POR_OTH,Porites other; nodular ; encrusting; all other Porites not represented by the other Porites categories in Hawaii
237,Pacific,POR_OTH_EP,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Porites rus/monticulosa,POR-RUS/MON,Porites rus/monticulosa
238,Pacific,POR-ENC,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Porites lichen,POR_OTH,Porites other; nodular ; encrusting; all other Porites not represented by the other Porites categories in Hawaii
239,Pacific,POR-MASS,MSE,MSE,MSE,"massive, sub-massive, encrusting",Hard corals,Porites loACR_BRAta/lutea,POR-MASS,Family Poritidae; massive/sub-massive morphology e.g. P. loACR_BRAta; P. lutea
240,Pacific,POR-MASS-B,MSE_BL,MSE,BL,NA,Hard corals,Bleached Porites loACR_BRAta/lutea,POR-MASS,Family Poritidae; massive/sub-massive morphology e.g. P. loACR_BRAta; P. lutea
241,Pacific,PVAR,ELS,ELS,ELS,"encrusting, laminar and submassive",Hard corals,Pavona varinas,OTH-HC,Other hard coral genera/species from Faviidae Siderastreidae Agariciidae: Psammocora; Leptastrea; Cyphastrea; Coscinaraea; Pavona duerdeni; P. maldivensis; P.  Varians; P. Leptoseris
242,Pacific,FISH,NAN,NAN,NAN,NAN,Other,Fish,OTHER,Other including fish; trash; transect hardware; unknown
243,Pacific,LSUB_SAND,NON_COLONIZABLE,NON_COLONIZABLE,NON_COLONIZABLE,unconsolidated,Other,Sand. Unconsolidated reef sediment,Sand,Sand. Unconsolidated reef sediment
244,Pacific,LSUB_SEDI,NON_COLONIZABLE,NON_COLONIZABLE,NON_COLONIZABLE,unconsolidated,Other,Terrigenous sediments,Sediment,Terrigenous sediments
245,Pacific,LSUB_VOL,NON_COLONIZABLE,NON_COLONIZABLE,NON_COLONIZABLE,unconsolidated,Other,Volcanic sediment,Sediment,Terrigenous sediments
246,Pacific,Other,NAN,NAN,NAN,NAN,Other,Other,OTHER,Other including fish; trash; transect hardware; unknown
247,Pacific,Unk,NAN,NAN,NAN,NAN,Other,Unknown ,OTHER,Other including fish; trash; transect hardware; unknown
248,Pacific,MINV_COTS,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Crown of Thorns Sea Star,MINV_OTH,Other mobile invertebrates: i.e Echinoderms; lobster
249,Pacific,MINV_Dia,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Diadema/Ehinothix,MINV_OTH,Other mobile invertebrates: i.e Echinoderms; lobster
250,Pacific,MINV_Ech,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Echinometra,MINV_OTH,Other mobile invertebrates: i.e Echinoderms; lobster
251,Pacific,MINV_OTH,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Other mobile invertebrates: i.e Echinoderms; ,MINV_OTH,Other mobile invertebrates: i.e Echinoderms; lobster
252,Pacific,MINV_Tri,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Tripneustes,MINV_OTH,Other mobile invertebrates: i.e Echinoderms; lobster
253,Pacific,SINV_HEX_O,OTHER,OTHER,OTHER,mobile invertebrates,Other Invertebrates,Other sesile invertebrates soft hexacorrallia,OTH-SINV,Other sesile invertebrates: bryozoa; clams; tunicates (ascidians); soft hexacorrallia; hydroids
254,Pacific,SINV_SPO_M,SPONG,SPONG,SPONG,mixed sponges,Other Invertebrates,Massive or encrusting sponges,OTH-SINV,Other sesile invertebrates: bryozoa; clams; tunicates (ascidians); soft hexacorrallia; hydroids
